,number,日付,ユーザー名,コメント
799,80-9,2時間前,x,未確認だからいいじゃなくて、就航便のストップなど次々迅速に手を打ってくださいよ。全てがノロマで遅いんだよ。台湾やニュージーランドにどうしたらいいか、素直に聞いたらどうですか。どうせ国民のために何もできやしないんだから。
800,80-10,2時間前,shi*****,10月に東大が、日本に既存の新型コロナウイルスの感染力が変異して何倍にも強くなったとの研究結果を既に発表していたけれども、あまりニュースに取り上げられていなかったと思う。
801,81-1,2時間前,tai*****,"入国禁止処置をしないと感染が見つかってからでは今のコロナと同じ状況になっていく。入国禁止も難しいならさらなる検査強化とか最低限してほしいし会見開いたなら今後の未来どうしていきますや、入国規制やりますぐらいの発言が欲しかった。
議員の方々は会議中はコロナ感染止まっているぐらいの感覚なのか？いえいえ、会議中もコロナ広がっていますから。ほんと国民をなんとも思っていないと思うぐらいひどい状態。"
802,81-2,2時間前,red*****,フラグたちました～
803,81-3,2時間前,jfp*****,"いずれ上陸するでしょう。

今認識するべきなのは、この先もコロナの変異種はどんどん出てくるという事。コロナ騒動に終わりは来ないという現実。

多くの人が「感染拡大防止」が出来ると思っているけれど、それは不可能な話。第二次世界大戦中に爆撃するB29を竹槍で落とそうとしたという有名なエピソードと同じ話。

生き抜くという最終目的に対して、外出や親睦会の開催などの他人の行為を批判しても意味が無い。「感染拡大防止」は不可能だから。

「感染拡大防止」は不可能だから、せめて「自分の身は自分で守る」しかできない。これを承知するべきです。

そうしなければ、来年も今年同様に自粛し続ける事になる。若者は未来を閉ざされる。"
804,81-4,2時間前,ksh*****,"状況の変化に対応するのはこの政権には出来ないのが分かって来たから、
影響を受ける関係者は海外から情報を取って来て対応すべきです。
マスコミは政権叩いても解決しないから国民に向けて情報を発信する事に
エネルギーを使って欲しい。"
805,81-5,2時間前,dai*****,これから発見されるから、事前に対策を考えておけよ
806,81-6,2時間前,オンゲキぬこのいずなさん,"変異種がまだ未確認だから良いという問題じゃない。早急に海外からの入国制限を検討しないと、最悪な場合も想定される。
現に医療崩壊しそうな地域も出ているのに、さらに医療従事者を疲弊させるつもりですか？"
807,81-7,2時間前,？＊$,"だからと言って入国制限を緩和するのは間違い
早急に入国制限を復活させろ"
808,81-8,2時間前,ele*****,"日本では見つかってないので大丈夫です
→海外では広まって危険視されてるのですよね？入国制限すべきでは？
→日本では広まりません大丈夫です！

どんな頭だったらこうなるの？？"
809,81-9,2時間前,tam*****,"また国内での変異種の感染が確認されてからの対策で後手後手になります。
なぜ先手と言う言葉を政府は知らないんでしょうかね。
私の妻を始め医療従事者と、その家族が春からプライベートでも病院から行動制限をしている事を分からないんでしょうかね。
本当に現政権と二階中心の自民党には腹が立ちます。"
810,81-10,2時間前,rin*****,オリンピックは消えましたね
811,82-1,2時間前,いちいち面倒だなぁ。ほんとに。,"どーせまたゴテゴテでしょ。
政府なんかに付き合ってたらこっちの身が持たないよ。
変異しているんだと思って生活していくしかないと思う。
ウィルスが変異するのは珍しくないから。

当てにしない。もう。"
812,82-2,2時間前,hir*****,"で、入国制限を緩和継続なのか。
この政権は、アホの極みですね。"
813,82-3,2時間前,sak*****,変異種の確認された地域との航空便の往来は至急止めるよう各航空会社へ依頼すべき。経由便についても受付停止などの水際対策の措置をとらないとまた混乱が拡大してしまう。
814,82-4,2時間前,sta*****,"未確認なら、尚さっさと入国制限しろと。
センセー達の足りない頭でもわかりそうなもんですけどね。"
815,82-5,2時間前,h4y*****,国内で確認されるのも時間の問題かと思います。入国を禁止にでもしていない限り止められないでしょうから個人で身を守るしかないですね。
816,82-6,2時間前,sat*****,時間の問題ですね。
817,82-7,2時間前,yononakaowarida,見つかるまでは、ゆっくりしてるんだろうね。どうせ。
818,82-8,2時間前,gdt*****,今度こそ判断を間違えないで欲しい。すぐに他国から入国を一旦停止して下さい
819,82-9,2時間前,lea*****,"未確認は良しとして、今までの政府の後手後手政策で国民に多大な迷惑をかけてしまってる事を踏まえ、今以上の英国への行き来の慎重さで水際で食い止めて欲しいものだ！！
どうも加藤氏が会見で言うと嘘っぽくていけない！？"
820,82-10,2時間前,brb*****,"未確認だから。
ガタガタ騒ぐんじゃないよ、コロナ脳。"
821,83-1,2時間前,azu*****,"確認しようとしてないだけ。
騙されるな日本人。"
822,83-2,2時間前,cog*****,泥縄政権ですから。
823,83-3,2時間前,hdf*****,この人の全てを顔が語っている。信用０！
824,83-4,2時間前,jir*****,"インフルや一般的な風邪のウイルスと同じで、次々変性してくのは初めからわかってたこと。
基本ウイルスへの特効薬はないので（一部除く）、自身の免疫力が頼りです。

これ、昔から当たり前の事。"
825,83-5,2時間前,lil*****,入国制限緩和見直してから発言せよ！ほんとこの政府の発言に信頼性おいてないの気付いてないのか？
826,83-6,2時間前,ott*****,1人づつ種類まで確認してんのかね
827,83-7,2時間前,rsc*****,今の自民党の人たちが何を言っても信用出来ません。
828,83-8,2時間前,rai*****,"既に直近で30代国籍東京女性が、イギリスから帰国したとデータが。
そして無症状だけど感染してたはず、、、"
