,number,ユーザー名,コメント
600,60-10,mar*****,"いつからかコロナは夜行性ってことになってるらしい。誰ぞが鬼滅のパロディーみたいにしてたけど、ウイルスは鬼じゃないし動物でもないから、昼夜の別も無ければ曜日や祝祭日も関係ない。
ここに至っても、後々の検証に耐えるだけの計画性や青写真が何にも出て来ない。裏にこそこそと自分たち都合を忍ばせることに必死だから、表向きがあやふやで意味の無いものにしかならないからだ。

この１０年、ずっと“民間企業だったら”とか“一般社会では通用しないのに”とか言い続けてきたが、もはや今の政府は小学校ですらもっとまともな企画立てるよ、っていうレベルにまで堕ちた。

やりたいことがあるなら、ちゃんとそう言えば良い。『言ったら反発くらって出来なくなるから直前まで言わないでコソコソする。』　これ、小学校で怒られた経験みんなあるよね。"
601,61-1,kim*****,"忖度とかではなくまともな政権運営してたら出したくないよ
バカ国民の世論のせいだよ
緊急事態宣言より指定感染症５類にしろ
そしたら医療崩壊もなくなる"
602,61-2,tz*****,あのさー、今日の地下鉄激混みなわけ。みんな緊急事態宣言見越して仕事の調整かもしれないが、今日年始の初出勤にしてホント失敗だったわ。しかも地下鉄の窓開けないの、どうして？窓開けしないと気持ち悪いし。みんなスマホに見入っていて、気持ち悪いわ。思考停止してる。こんな状態で満員通勤、、病みを感じる。
603,61-3,iro*****,1ヶ月なんて全く意味ないだろ。最低でも5年は必要。
604,61-4,zpm*****,まず、緊急事態宣言を出す予定の地域に住む国民全員に再度、特別給付金を出す事と居住スペースの確保をしてから緊急事態宣言で、条例罰則や規制を持つべきではないか？お金の不安を取り除いて身体ないと大多数の世論は自粛出来ないでしょう
605,61-5,ガリガリ君,"二階という政治中枢の癌を切除しなければ、菅ごときでは対処療法すら無理でしょう。

二階に忖度した処方箋でいっぱいいっぱい。"
606,61-6,new*****,"２階もういいよ…
早く辞めれ。"
607,61-7,>。<,"科学的知見に基づいて西浦教授が8割と言ってますけど、政府は根拠なく在宅勤務の割合と期間を決めてますね。

まさに行き当たりばったり。

ディズニーも20時とか言ってますけど不要不急な子ども相手なら18時でもいいでしょ。"
608,61-8,xea*****,なぜ1都3県のみ?他は?主体性のない政府。残念だわ〜!
609,61-9,nkw*****,これから気温が下がって寒くなるのに自転車通勤しろってかww 給付金出してくれたら買うわww
610,61-10,zan****,"だいぶ時短要請対象が増えましたね。
強権発動を望む人やメディアの論評もあるようですが、実際行使されるとどうなのか。権力者側は強権使いたいほうかと思います。"
611,62-1,nochimochi,"尾身会長が、「長期化」言ってませんでしたっけ？
「専門家」の言うことを聞くのではなかったっけ？

一旦「1ヶ月」でもいいけど、その後のことを、いつ、どうなったら、解除・継続の判断をするのか、最初から明示したらどうなんでしょうか。

毎っ回、同じこと言われてない？

更にいうと、他県も、どうなったら追加指定するか、とかも必要ではないかね。"
612,62-2,fum*****,"まだこんな事を言ってるのか
ホンマに仕事でこん奴やな

辞めたら
サッサと決断しろよ"
613,62-3,sen*****,映画館での感染も多かったのではないか？　鬼滅の刃の盛況はよろこばしいが、かなりの密があった。これで感染源にならない筈はない。この密についてどこも報道しないのは業界への忖度か？それとも、もっともっと高度な配慮があるのか？不思議でならない。鬼滅の刃で日本全滅では洒落にならない。
614,62-4,see,"もう1年経つな。
年明けからこの感じで、いつもの年始とは全く雰囲気が違う。
誰もが1年の抱負を明るく語っていたが、無くなった。
今年の年末に自分がどうなっているのか、わからない。想像できない。"
615,62-5,tiv*****,"二階さん。国民をみちずれにしないでね。
あんたはジジイだけど、日本には将来を期待されてる子供達がいることわかってないかな？
総理含め日本の政治家ジジイにはあきれることばかり。"
616,62-6,tar*****,自民党も終わったかな。
617,62-7,ufd*****,"更なる人災招きますね。
中途半端な要請じゃ人は止まらないですし、
半端に経済回すの優先してどうするつもりなんでしょうか、、、
正解がないしゴールも見えないから難しいけど、国の長がこれじゃ余計混乱招く。"
618,62-8,hir*****,"時短営業したからと言って感染者数が劇的に減るとは思えない。
まずは強制力を持ったロックダウンを行い、医療崩壊状態から脱却することを目指しましょう。
補償のための財源？オリンピックを諦めることを早期に決断すれば、浮くお金があるじゃないか。"
619,62-9,ak4*****,"時短にしてなんの意味があるんかな。夜は家にいて欲しいってことなんかな？ランチでは感染しないの？
中途半端ならやらないほうがいいんじゃないかな。"
620,62-10,newsreader,おじいちゃん達、オリンピックの事しか考えてないみたい。
621,63-1,???????????,"時短で効果はない、時短をしたら営業時間が短いわけで客が殺到、爆裂感染を更に活性化、いずれ自然に都市機能が停止するだろう。
休業要請をしなかったつけが間違いなくコロナが日本を襲う。"
622,63-2,dev*****,まぁ、目安として1ヶ月と言うのは良いが解除と延長の条件を明確にしておかないとね、医療の逼迫や感染者の死亡より政治家の利権が大事なのかと思ってしまった、否定できるだけの対応が見られるのかどうか…
623,63-3,fow*****,もう面倒臭いからみーんなで自己破産、倒産してみませんかぁー。
