,number,日付,ユーザー名,コメント
384,39-4,1時間前,nej*****,何故、感染者数だけの報道なのでしょう？検査数のグラフも合わせて、報道してください。ヒット数だけでなく、打席数もわからないと、打率は分からないでしょう。さて、インフルエンザ等と比較して、コロナは打率が高いのでしょうか？低いのでしょうか？マスコミの皆さんお願い致します。
385,39-5,1時間前,yok*****,また臨時会見やってるの？記者を集めてテレビに映されて何がしたいのこのタヌキ。
386,39-6,1時間前,dmp*****,これまでのトータル外国籍が何人か出さんかい。まずは外国からの入国者止めてくれ！
387,39-7,1時間前,vnu*****,感染力が70％強い変異種のコロナ。欧州各国のようにイギリスからの入国を１日も早くストップしてほしい。遅い決断は取り返しがつかなくなる。
388,39-8,1時間前,map*****,小池さん、こんな非常事態に際してもエレガントに語るから･･･イマイチ伝播力に欠けるんじゃないだろうか。もっと感情をぶつけてみては？
389,39-9,1時間前,gbc*****,今は重傷者減った時って亡くなった方が出たから減ってるだけでは。
390,39-10,1時間前,mim*****,日本原産の変異種が致死率高かったら普通に強制閉鎖どころか国内外国戦力と自衛隊タッグの処理が行われるかもしれないのにな。
391,40-1,1時間前,Heei,"誰のせいでもない
行動をする上での注意が、危機感が足らない結果でもあるし
意図せずに移った結果でもある。
人のせいにせず　粛々と自己防衛あるのみ。。"
392,40-2,1時間前,jxx*****,"この最高記録更新連絡死ぬほど飽きた
前は200人突破！！とか騒いでたけど、、
今後日本も　ヨーロッパ諸国・アメリカのような
毎日数万人の記録になったらコメンテーターは何というのかな。"
393,40-3,1時間前,naruh***,全国で死亡者が増えているのに、数字が低めに出る重症者数だけを取り上げて「○人減った」と報道する理由は何なのか？都庁記者クラブには小池知事を追及する骨のあるジャーナリストはいないのか？
394,40-4,1時間前,mik*****,"緊急事態宣言待たれますね。
変異種入ってくるまでやらないかな？"
395,40-5,1時間前,yur*****,"東京が250人以上の感染者を出し、緊急事態宣言を出した4月〜5月頃が既に懐かしく感じてしまう。
今やお願いベースばかりで、国としての政策は一切出さないからてんでおかしい。"
396,40-6,1時間前,leo*****,本来は総理が会見するのが大切　日本の総理は小池さん？
397,40-7,1時間前,tan*****,減った？　気休めの感染者数を時々作るようにわざとしてるのではないかな？
398,40-8,1時間前,******,"首相らが緩んでいるからだ（怒）！

日本は逆走しているような間抜けっぷり
終息への希望が全然見えてこない。
医療従事者の辛抱だけに頼っている。
自宅療養中に亡くなったり
医療崩壊でしょ"
399,40-9,1時間前,kit*****,海外からの入国も制限しましょう！
400,40-10,1時間前,j*******,"マスコミも入国規制について突っ込んで欲しいけど何故突っ込まない？
国賊か？"
401,41-1,1時間前,,入国緩和を止めなければ感染拡大は止まりません。東南アジアから大量の外国人が入れるようになりました。外国人を増やしたら病院のベッドもその分埋まります(病人を国籍で差別することは許されません)、おまけに治療費も我々の税金です。クチコミで広まったら治療目的で感染者が押し寄せる可能性もあります。感染の落ち着いているといわれた東南アジアからの検査不要の大量入国が第三波の要因だと思います。
402,41-2,1時間前,xtxwalcrhsk,"ぴんぴん元気な人がコロナウィルスで重症なのか？
持病か
何なのか

何でもかんでもコロナで重症と煽ってるんじゃないの
誰の命令ですか、その煽り報道は"
403,41-3,1時間前,slw*****,また、緑のタヌキが意味ない会見してるよ。
404,41-4,1時間前,oia*****,東京都民のだらしなさしかないでしょう！全然ゆるゆるでしょう！
405,41-5,1時間前,may*****,"来年の春節になれば、また中国から大勢の人がやってきて感染拡大に拍車をかけるだろうな。政府は危機管理能力が低くくあてにはならない。だが、個人での自粛も限界だ。

先進国での感染が落ち着いたら、各国は一致団結し、ことの発端である中共に責任を取らせる行動に出ると思われます。"
406,41-6,1時間前,sap*****,ピークの半分になりましたね！
407,41-7,1時間前,nis*****,"とにかく、人と距離をとるだけです。
マスク、手洗い、消毒で対策していると過信してはいけない。
見えないものなのだから、手洗いしても消毒してもウイルスが
消えていることはわからない。"
408,41-8,1時間前,mil*****,小池の会見！この女、メルケルの真似してんじゃねーの！見え見えのパフォーマンス！
409,41-9,1時間前,yam*****,"政府は口ばっかり。言うだけ。実際の対策や対応などの行動はない。言うだけなら政府はいらない。
しっかりとした対策や対応に対する行動が今は必要だと思う。"
410,41-10,1時間前,ミキオチャン,"封鎖しない都がおかしい。
本当にオリンピック開催したいのか？"
411,42-1,1時間前,,"審判の時は来ているのに調子に乗って外出&遊びの愚行。
もはや万死に値する！
医療崩壊をくらわしてやるから覚悟をしておけ！！"
412,42-2,1時間前,WORLD PEACE160223,感染者数とか重症者数の記事はもうええ。皆んなわかってる！
413,42-3,1時間前,hsy*****,東京迷惑。
414,42-4,1時間前,qhw*****,"この先今週はクリスマス、そして大晦日、冬休みと続くのでもう増える一方でしょうね
夜の繁華街見ても若者が賑やかに騒いでいるし危機感のかけらもないですからね。
1月から受験シーズンにも入るので緊急事態宣言だけは避けてあげないと。
頑張って春から緊急事態宣言とかで大変な中、勉強してきた受験生の為にも
分別のわかる大人がどれだけ常識のある行動をとれるかにかかってますよ。"
