,number,ユーザー名,コメント
812,82-2,uud*****,"（文頭）明日はまた今日より増えるだろうな？4月頃迄は減ったり、増えたりの繰り返しでは？…
ワクチンが夏場に流行り、秋頃になれば減って行き、年末には収束していく感じになればいいけどね？（文末）"
813,82-3,cay*****,"（文頭）これぐらいの数値なら追跡調査もできるでしょ
再開してください（文末）"
814,82-4,mb6*****,（文頭）減っても一緒。また増える。3月に宣言解除してまた感染者が増えるだけ。その繰り返し。今回のコロナで政府が苦しんでる国民を助けないとわかった。次の選挙は自民党以外に投票する。（文末）
815,82-5,h********,"（文頭）まあびっくりするぐらい検査数減るしてるからねぇ。
分母が減れば分子も減る。
これは統計を見れば明らか。
このまま検査をゼロに持ってくつもりかね？（文末）"
816,82-6,k12*****,（文頭）良いことだが、皆完全に疑ってるなぁ。（文末）
817,82-7,bra*****,"（文頭）新規は、減少傾向ですが、入院待機者の数値は示されてませね。
なぜ？（文末）"
818,82-8,人類選別作戦中　ひっそりやり過ごす狡猾さ,"（文頭）ゲツヨ―日にコロナが減って～
カヨ―日にコロナが増えて～
ちゅらちゅらちゅらちゅららぁ～～

毎週同じ

10万人/13,960,236（都推計）＝0.72％--超僅か
99.28％の都民は我慢・自粛中。バカらしいよね。（文末）"
819,82-9,ish*****,（文頭）調べてないだけやないか？（文末）
820,82-10,ZIPANG,"（文頭）オリンピックできそうじゃん！
甘いかな（文末）"
821,83-1,ish*****,（文頭）調べてないだけやないか？（文末）
822,83-2,tuy*****,"（文頭）仕事柄
前回の緊急事態宣言の時も普通に仕事してました
今回も緊急事態宣言だけど
全く普通に仕事してるんで
まぁ感染者数はチラッと確認するだけ
あとは
三密避けて
手洗い、うがい、マスク
これしかやりようないもんな。（文末）"
823,83-3,qdg*****,"（文頭）減少傾向にあるのは国民の意識や行動が
変わった証拠。
喜ばしい事であるがそこから医療逼迫が
どれくらいで解消されるかが問題。
医療従事者の頑張りの成果だと思うし
少し状況が和らいだら休ませてあげたい。
もう少しの我慢だね。
ありがとう医療従事者。（文末）"
824,83-4,yu,（文頭）で？検査数は？（文末）
825,83-5,s22*****,"（文頭）素晴らしい!
私は都民でないけれど、りっぱな知事さんのいる東京都がうらやましい!
おそらく、今週中に感染者0になるでしょう!オリンピックに向けてと解除に向けて
安心な数字になりましたね!都民のみなさん!知事さんと一緒に頑張ってください。
でも、私は絶対、都民になりたくないしなれません!（文末）"
826,83-6,ora*****,（文頭）順調に減ってよかったねー。ガースーと２階さん。オリンピックできるねー。ただ、とりあえず、ニュースにするなら検査数、陽性者率、重症者率とかさ、基本的なデータは毎日示そうよ。情報操作っぽくなってるよー。日本もついにその次元なんですか…悲しいよ。（文末）
827,83-7,krn*****,"（文頭）ワクチンとは別に、この死亡者を少しでも救える特効薬は無いものか？
アビガンはどうなったのか？
死亡者が減れば、少し心の余裕に繋がる。（文末）"
828,83-8,wyh*****,（文頭）これが本当の数とは思えない。どうしてもオリンピックをしたいため減らしてると思う。濃厚接触者を追わなくなったのが数でわかる。（文末）
829,83-9,faz*****,（文頭）これで気を緩めてはダメ（文末）
830,83-10,lou*****,"（文頭）未だにct値40なんて事やっているのだから、
1000万人もいる大都市で393人て、、、
当たり前にも程があります。。
日本のあおり報道の醜さです。

自虐を美徳とする国民性が、世界に先駆けて
復活できた大チャンスをまた逃した。
日本は長い歴史ずっとそう、そしてまたこれでいいんだと、皆を納得させる報道に変わってくるのでしょ。（文末）"
831,84-1,for*****,（文頭）ほ〜ん〜〜と〜〜〜う〜〜〜〜かなぁ〜〜〜〜〜？？？（文末）
832,84-2,tak*****,"（文頭）ワイドショーがお通夜状態になっていってるのがウケる。
彼らは新型コロナウイルスが猛威を振るい、沢山人が死亡することを期待しているのだろう。
ワクチンが、と言いながら課題がと、今度はワクチンにケチをつけてワクチンを打たない人を増やすことを狙っているようだ。（文末）"
833,84-3,とほほほ,"（文頭）以前は単純に感染者数を見て喜んでいたリもしたが・・・
これまでの時間で数字のマジックにかけられているのではないか？？
という疑心暗鬼にかられる。
みんなの努力のおかげ！！って喜んでいえる日は来るのかな？（文末）"
834,84-4,100taro,"（文頭）1月30日、31日の行楽地の人混みを見ると　また上がるんじゃぁ？

とにかく統計データはブレずに正確に出して下さい。
概算や抽出に意図が絡むと　全く意味の無い情報に成るので、、、

と国や地方公共団体、関係省庁と医療関係にはお願いしたいです。（文末）"
835,84-5,yuu*****,（文頭）コメントの中にチョロチョロ出ているように医療従事者の方が保健所からの連絡が減ったとか濃厚接触者に対しての後追いが無いとか発表数に少し作為的な部分を感じられるがそれでも体調が悪いから診察しようと言う人が減って医療従事者の負担自体が減ればそれはとてもいい。緊急事態宣言自体は延長を表明するみたいだから中国からの春節の入国を防いで国民自体のモラルがあがれば冬場のウイルスが活発な時期を越えられるはず。あくまで希望的観測。（文末）
836,84-6,oge*****,"（文頭）東京で10万人も感染者が出てて、まだCOCOAで濃厚接触のアラートは鳴ってない。
機能してるのか？コレ（文末）"
